id,DAY,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,WINDSPEED,VAPOR_PRESSURE,PRECIPITATION,ET0,RADIATION
3022,20130410,12.2,6.8,9.5,6.1,9.2,8.9,1.99,10724
3023,20130411,13,9.5,11.3,6,12,20.4,1.38,8616
3024,20130412,12,7.9,10,6.5,9.1,4.6,2.11,9450
3025,20130413,15.3,6.2,10.8,4.1,9.2,0,2.54,14447
3026,20130414,24.8,8,16.4,3.1,9.4,0,4.39,19975
3027,20130415,20.2,10.7,15.5,2.3,10.8,0,03.01,15024
3028,20130416,19.6,8.1,13.9,2.6,10.4,0,03.04,16717
3029,20130417,25.8,6.5,16.2,2.7,10.6,0,4.33,21979
3030,20130418,16.9,13.1,15,3.9,10.2,0,2.92,9554
3031,20130419,12.3,6.9,9.6,4.2,7.5,.1,2.5,11576
3032,20130420,9.6,4.8,7.2,4.7,7.7,.2,1.84,10972
3033,20130421,11.2,6.2,8.7,2.1,7.6,0,1.96,11295
3034,20130422,15.1,4.9,10,2.2,7.3,0,2.72,16467
3035,20130423,18.5,1.3,9.9,2.5,7.9,0,3.29,21688
3036,20130424,21.9,4,13,1.5,9.5,0,3.45,22294
3037,20130425,24.2,6.4,15.3,1.3,10.8,.4,3.66,22387
3038,20130426,16,14.1,15.1,4.1,12,27.5,2.33,7031
3039,20130427,5.6,4.1,4.9,4,7.7,11.3,.98,6236
3040,20130428,7.4,3.6,5.5,2,8.1,2.1,1.3,10289
3041,20130429,12.6,4.5,8.6,1.5,8.7,5.3,2.11,15350
3042,20130430,10.3,6.8,8.6,3.2,10.4,27.5,1.31,9986
3043,20130501,16.5,9,12.8,3.7,11.6,9.4,2.53,14942
3044,20130502,17.7,5.3,11.5,2.2,11.8,9.3,2.68,19474
3045,20130503,11.2,9.9,10.6,3.6,11.8,20.5,1.1,6008
3046,20130504,17.7,7.2,12.5,2.5,10.5,0,2.94,18095
3047,20130505,19.2,7.1,13.2,2.4,10.7,1.8,3.23,19574
3048,20130506,17.2,7.3,12.3,1.9,10.9,.9,2.74,17758
3049,20130507,17.6,5.9,11.8,1.7,10.7,0,2.87,19456
3050,20130508,19.2,7.3,13.3,2.5,13.5,2.8,2.84,19732
3051,20130509,16.1,11.3,13.7,3.2,12.3,2.2,2.34,12417
3052,20130510,13.2,7.1,10.2,2.9,9.9,.1,2.18,14135
3053,20130511,14.6,8.6,11.6,3.5,10.2,4.5,2.49,14085
3054,20130512,13.9,6.1,10,3.5,8.6,.2,2.69,16209
3055,20130513,13.2,6.4,9.8,4.1,10.2,.1,2.14,15175
3056,20130514,17.7,8.5,13.1,3,10.9,7.8,03.07,17814
3057,20130515,11.5,9.8,10.7,1.9,10.8,16.6,1.45,7410
3058,20130516,11.8,6.4,9.1,2,9.7,3.5,1.96,13655
3059,20130517,12.3,6.6,9.5,1.7,10.2,.2,1.99,14104
3060,20130518,14.1,5.6,9.9,3.8,10.6,6,2.28,17406
3061,20130519,14.4,7.7,11.1,3.5,10.2,3.4,2.5,15460
3062,20130520,10.2,7.9,9.1,4.9,10.6,12.8,1.28,8889
3063,20130521,11.9,7.9,9.9,4.9,11.1,5.8,1.61,11926
3064,20130522,12.4,6.2,9.3,4.4,9.3,.1,2.27,15025
3065,20130523,11,4.6,7.8,3.3,8.1,3.2,2.22,15329
3066,20130524,8.6,1.3,5,2.6,7.5,8.2,1.87,16461
3067,20130525,10.3,3.2,6.8,1.9,8,3,2.1,16282
3068,20130526,12.1,2.8,7.5,3.1,8.4,0,2.39,18766
3069,20130527,18.2,4.9,11.6,1.7,9.5,0,3.41,22608
3070,20130528,14.4,9.2,11.8,2.7,10.2,4,2.49,13992
3071,20130529,12.5,6.4,9.5,2.9,9.1,3.4,2.34,15239
3072,20130530,14.9,6.4,10.7,2,10.4,1.8,2.63,18128
3073,20130531,12.5,8.2,10.4,4.6,12.1,3,1.53,12784
3074,20130601,19.7,9.7,14.7,4.7,11.6,0,3.82,19804
3075,20130602,15.5,8.7,12.1,3.5,9.6,0,03.02,16282
3076,20130603,16.6,5.2,10.9,3.4,9.2,0,3.35,21275
3077,20130604,19.6,6.6,13.1,3.2,10.6,0,3.81,22800
3078,20130605,23.2,7.7,15.5,2,12.9,.4,4.18,24991
3079,20130606,25.8,10.1,18,2.1,14.5,.3,4.61,25202
3080,20130607,26.2,12.8,19.5,2.1,14.3,0,4.65,23285
3081,20130608,25.4,12.8,19.1,2.8,14.6,13.1,4.61,22600
3082,20130609,22.5,12.1,17.3,2.1,14.7,11.8,3.73,20518
3083,20130610,19.1,12.5,15.8,2.6,14.4,.4,2.92,16267
3084,20130611,20.8,10,15.4,2.2,13.6,0,3.53,20973
3085,20130612,21.9,13.3,17.6,2.5,15.4,0,3.5,18683
3086,20130613,25.7,12.6,19.2,2.8,14.3,10.8,4.76,23197
3087,20130614,19,6.9,13,1.7,11.8,0,3.39,22295
3088,20130615,21.2,10.1,15.7,2.4,12.8,0,3.77,21349
3089,20130616,26.7,10.2,18.5,1.5,15.9,.2,4.63,26154
3090,20130617,31.6,15.1,23.4,3.5,16.7,3,6.37,26167
3091,20130618,29.8,15.9,22.9,1.8,20.7,.2,4.87,23985
3092,20130619,26.9,18.8,22.9,2,20.9,13,3.92,18197
3093,20130620,23,15.4,19.2,3.3,16.9,8.1,3.63,17614
3094,20130621,18.4,13,15.7,3.4,13.5,0,2.94,14769
3095,20130622,19.2,13,16.1,4.3,13.4,.5,3.3,15859
3096,20130623,17.3,12,14.7,4.4,12.3,3.4,2.99,14623
3097,20130624,15.8,9.9,12.9,2.8,11.7,.1,2.62,15450
3098,20130625,15.4,8.4,11.9,2.2,10.8,.1,2.69,16865
3099,20130626,17.3,6.6,12,2.3,9.9,0,3.33,20956
3100,20130627,19.3,6.3,12.8,1.9,11.1,3.1,3.57,23133
3101,20130628,15.3,10.1,12.7,1.6,13.2,3.4,2.23,14436
3102,20130629,17.8,13.1,15.5,3,14.9,3.1,2.45,13687
3103,20130630,20,8.6,14.3,1.7,12.4,0,3.49,21569
3104,20130701,23.6,7.5,15.6,1.6,13.1,0,4.23,25695
3105,20130702,26,10.9,18.5,2.7,15.1,8.3,4.72,24836
3106,20130703,18.6,14.7,16.7,3.5,16.4,3.9,2.33,12360
3107,20130704,20.6,12.4,16.5,1.8,14.8,.1,3.2,18117
3108,20130705,22.4,16,19.2,1.7,15.9,0,3.27,15921
3109,20130706,26.4,11.2,18.8,1.8,15.8,0,4.53,24759
3110,20130707,27.6,13.6,20.6,2.8,16.52,0,05.02,24442
3111,20130708,27.9,14.6,21.2,2.9,15.62,0,5.51,26258
3112,20130709,27.6,13.5,20.6,2,15.8,0,4.76,23682
3113,20130710,27.8,15.5,21.7,2.3,16.1,0,4.8,22036
3114,20130711,22.7,13.4,18.1,2.4,14.6,0,3.74,19050
3115,20130712,25.6,9.7,17.7,1.8,12.8,0,4.59,24998
3116,20130713,24.3,10,17.2,2.2,13.7,0,4.28,23619
3117,20130714,26.5,10.4,18.5,2.5,14,0,4.85,25023
3118,20130715,26.8,12.2,19.5,2.1,14,0,4.74,23736
3119,20130716,28.2,12.4,20.3,1.9,14.9,0,4.9,24638
3120,20130717,27.7,14.3,21,2.1,15.1,1.4,4.76,22580
3121,20130718,26.1,16.7,21.4,1.8,17.7,1.7,3.92,18770
3122,20130719,28.5,16.5,22.5,1.9,18.5,.3,4.48,21200
3123,20130720,29.8,17.8,23.8,2.4,17.8,0,4.98,21127
3124,20130721,32.5,16,24.3,1.6,18.2,0,5.31,24769
3125,20130722,32.9,17.6,25.3,1.6,18.1,0,5.29,23745
3126,20130723,31.9,17.5,24.7,1.7,18.5,2.7,05.09,22933
3127,20130724,28.8,17.6,23.2,1.3,17.9,.7,4.22,20086
3128,20130725,30.1,17.2,23.7,1.4,18.6,1.3,4.52,21505
3129,20130726,32.1,20,26.1,2.5,18.4,.2,5.38,20724
3130,20130727,34,19.2,26.6,4.6,17.3,7.4,7.21,22874
3131,20130728,22.9,18.3,20.6,2.9,18.5,22.9,2.96,12476
3132,20130729,24,15,19.5,3.6,15.7,.4,3.93,17568
3133,20130730,22.9,15.8,19.4,3.5,16.3,0,3.47,15475
3134,20130731,28.8,16.8,22.8,2.3,17.1,0,4.6,20170
3135,20130801,32.3,14.7,23.5,2.8,16.8,0,5.78,24411
3136,20130802,33.8,16.5,25.2,2.9,16.1,1.7,6.24,24076
3137,20130803,25.5,17.7,21.6,2.4,17.5,1,3.67,15920
3138,20130804,28.2,15.3,21.8,1.4,15.2,0,4.19,20507
3139,20130805,30.8,14.4,22.6,2.2,17.2,1.4,5,23061
3140,20130806,25,16.6,20.8,2.2,17.8,23.2,3.45,16272
3141,20130807,22,16.2,19.1,3,17.1,.6,2.89,13361
3142,20130808,21,13.2,17.1,2.6,14.8,0,2.98,15483
3143,20130809,24.2,10.8,17.5,3.3,14.7,0,3.89,20327
3144,20130810,23.1,12.7,17.9,2.8,14,0,3.62,17741
3145,20130811,23.5,9,16.3,2,13.4,0,3.62,20909
3146,20130812,27.2,12.1,19.7,2.8,14.7,.1,4.48,21214
3147,20130813,20.5,8.7,14.6,2.1,11.4,0,3.22,18576
3148,20130814,23,7.3,15.2,2.4,10.7,0,3.88,21364
3149,20130815,26.1,7.6,16.9,1.9,10.7,0,4.28,23080
3150,20130816,29,10.5,19.8,1.8,13.4,0,4.51,22925
3151,20130817,27.9,13.4,20.7,2.4,14.1,0,4.42,20100
3152,20130818,25.3,15,20.2,3,14.4,2.1,3.99,16744
3153,20130819,23.2,16.5,19.9,3.2,15,.1,3.42,13312
3154,20130820,23.7,8,15.9,2.3,11.3,0,3.78,20492
3155,20130821,26.4,6.8,16.6,1.8,10.9,0,4.12,22786
3156,20130822,27.7,10.2,19,2.7,11.9,0,4.65,21342
3157,20130823,29.2,10.3,19.8,1.6,13.5,.8,4.22,22030
3158,20130824,22.5,16.6,19.6,3.2,15.8,4.1,03.03,11995
3159,20130825,17.1,11.6,14.4,2.1,13.1,.2,02.06,11472
3160,20130826,19.1,10,14.6,1.9,14.8,14.3,2.23,14778
3161,20130827,18.7,14,16.4,2.7,16.2,9.8,1.91,10394
3162,20130828,21.9,10.5,16.2,1.9,13.9,0,2.82,16327
3163,20130829,23.9,7.7,15.8,2,12.4,0,3.36,19395
3164,20130830,24.3,8.8,16.6,2.2,12.9,0,3.41,18799
3165,20130831,22.5,9.6,16.1,2.3,14.8,0,2.82,16958
3166,20130901,19.2,12.3,15.8,2.4,12,0,2.57,12160
3167,20130902,23.6,6.1,14.9,1.5,9.8,0,3.25,19485
3168,20130903,27.3,7.3,17.3,1.3,12.1,0,3.51,20677
3169,20130904,30.9,12.1,21.5,1.3,14.5,0,3.82,19849
3170,20130905,31.3,13.4,22.4,1.8,14.2,0,4.17,19176
3171,20130906,27.3,15.4,21.4,3.2,14.7,4.1,04.04,15397
3172,20130907,15.8,13.9,14.9,1.9,15.2,14,1.22,5795
3173,20130908,17.1,12.3,14.7,2.1,14.2,1.2,1.68,9409
3174,20130909,18.4,9.6,14,4.8,12.8,1.8,2.36,12788
3175,20130910,16.9,12.5,14.7,3.6,12.4,.3,2.12,8806
3176,20130911,13.3,7,10.2,2.5,12.2,2.9,1.23,10526
3177,20130912,15.7,9.6,12.7,2,13,.3,1.54,10241
3178,20130913,17.4,11.5,14.5,2.2,14.8,.5,1.58,9958
3179,20130914,16.9,15.1,16,2.9,16.9,15.8,1.11,5219
3180,20130915,15,11.5,13.3,3.5,14.2,5.2,1.19,7391
3181,20130916,14.3,11,12.7,4.6,12.3,4.5,1.52,7083
3182,20130917,14,6.8,10.4,5.2,11.8,6,1.29,10580
3183,20130918,17.4,12,14.7,5.3,15,2.8,1.55,8993
3184,20130919,14.5,9.9,12.2,2.4,12,.6,1.42,8167
3185,20130920,18.9,10,14.5,2.8,13.4,.3,1.96,11423
3186,20130921,19.9,6.3,13.1,1.2,12.2,0,1.94,14074
3187,20130922,21.8,6.9,14.4,1.5,13.9,0,02.08,14583
3188,20130923,22.7,13,17.9,2.2,15.1,.1,2.28,11533
3189,20130924,25.6,8.2,16.9,1.8,14.7,.1,2.58,15430
3190,20130925,23.7,10.7,17.2,1.3,15.6,.1,02.09,13111
3191,20130926,25.1,13.8,19.5,1.1,17.2,.4,02.08,12041
3192,20130927,24.3,13.2,18.8,2.8,18.4,.2,2.15,11783
3193,20130928,20.8,15.4,18.1,3.5,18.1,.8,1.63,7966
3194,20130929,18.7,14.2,16.5,1.8,17.1,2.7,1.24,7135
3195,20130930,18.6,13.4,16,1.4,16.5,.3,1.25,7608
3196,20131001,18.7,11.9,15.3,1.5,15.6,.1,1.33,8657
3197,20131002,21.3,12.1,16.7,2.3,16.6,0,1.65,10018
3198,20131003,23.5,13.9,18.7,3.4,17.2,.9,2.17,10109
3199,20131004,20.1,15.2,17.7,2.6,17.4,17.1,1.43,6985
3200,20131005,15.9,13.3,14.6,2.4,15.9,15.3,.86,4884
3201,20131006,15.9,11.8,13.9,2.6,13.4,0,1.24,6172
3202,20131007,14.1,4.7,9.4,1.1,12.6,0,.9,9470
3203,20131008,14.4,12,13.2,1.2,14.2,0,.82,4474
3204,20131009,16.4,11.4,13.9,2.1,13.5,2.9,1.19,6582
3205,20131010,9.5,6,7.8,5.1,10,6.8,.69,5347
3206,20131011,10.1,5,7.6,3,9.3,2.2,.88,6463
3207,20131012,11.2,1.5,6.4,2.8,8.2,2.1,01.06,8971
3208,20131013,13.4,.5,7,2.4,8.9,.7,1.1,10273
3209,20131014,15.5,9.4,12.5,3.9,13,9,01.09,6808
3210,20131015,14.7,10.7,12.7,3.8,14,9.9,.79,5337
3211,20131016,14.8,7.5,11.2,2.3,13.7,3.5,.67,7275
3212,20131017,15.7,8.9,12.3,2.2,12.1,0,1.1,6899
3213,20131018,17.1,3.1,10.1,2.5,10.8,0,1.24,9966
3214,20131019,22.7,7.6,15.2,3.2,14.3,5.2,1.78,10216
3215,20131020,19.5,11.9,15.7,3.3,14.7,7.5,1.44,6996
3216,20131021,20.8,11,15.9,3,15.6,.2,1.36,7890
3217,20131022,23.9,13.9,18.9,4.6,16.1,15.7,2.34,7854
3218,20131023,19.6,13.6,16.6,3.8,14.7,2.8,1.63,5879
3219,20131024,18.9,8.8,13.9,2.7,13.7,.5,1.18,7656
3220,20131025,21.5,11.1,16.3,3.5,15.2,.1,1.56,7657
3221,20131026,22.2,14.7,18.5,3.8,15.8,14.6,1.91,6327
3222,20131027,17.2,11.5,14.4,6.5,13.5,5.8,1.54,5366
3223,20131028,17.8,14.4,16.1,6.8,11.9,1.4,2.69,3965
3224,20131029,14.5,9.1,11.8,3,10.2,1,1.3,5044
3225,20131030,13.1,2.5,7.8,1.7,8.6,0,.83,7153
3226,20131031,12.7,-.1,6.3,.8,7.6,0,.65,7786
3227,20131101,12.7,2.6,7.7,2.4,8.9,6.9,.83,6754
3228,20131102,14.9,10.3,12.6,5.8,13,8.7,.97,4325
3229,20131103,10.7,7.1,8.9,5.5,9.6,4.1,1,3707
3230,20131104,11.4,8.6,10,7.7,10.7,12.4,1,3157
3231,20131105,11.3,2.1,6.7,3.8,9.7,7.6,.47,6029
3232,20131106,14.3,9.4,11.9,4.9,13.3,1.2,.59,4197
3233,20131107,15.8,12.6,14.2,4.7,14,2.7,01.03,3242
3234,20131108,14.6,12.4,13.5,4.4,12.9,8,1.11,2559
3235,20131109,10.7,5.3,8,4.9,9.4,16.6,.79,4222
3236,20131110,10.8,7.5,9.2,6.2,8.8,3,1.39,3140
3237,20131111,7.1,-1.3,2.9,1.8,6.9,0,.41,5222
3238,20131112,9.3,-1.5,3.9,1.2,7.5,.6,.38,5897
3239,20131113,7.8,6.2,7,3.1,9.2,0,.53,1931
3240,20131114,5.6,4.3,5,4,8.3,7.2,.4,1661
3241,20131115,5.6,4.3,5,4.3,7.6,.5,.64,1632
3242,20131116,3.3,-1.4,1,1,6.9,0,.21,3496
3243,20131117,4.8,3.2,4,1.1,7.9,0,.34,1802
3244,20131118,5.2,1.4,3.3,1.5,7.8,.5,.25,2999
3245,20131119,4.8,2.5,3.7,3.6,7.7,9.6,.32,2188
3246,20131120,3.6,1.4,2.5,6.4,6.7,2.8,.48,2096
3247,20131121,2.8,.6,1.7,2.8,6.7,.6,.29,2063
3248,20131122,1.7,-.1,.8,3.8,6.6,3.8,.17,1791
3249,20131123,4.8,0,2.4,4,7.5,.1,.12,3193
3250,20131124,5.1,3.3,4.2,3.2,7.8,0,.38,1736
3251,20131125,4.4,1.9,3.2,3.2,6.5,0,.57,2105
3252,20131126,4,-1.4,1.3,2.9,5.6,0,.5,3283
3253,20131127,2.7,-4.1,-.7,1.4,4.9,0,.31,3699
3254,20131128,1.4,-4.8,-1.7,.5,5.3,0,.17,3467
3255,20131129,5,.3,2.7,2.4,7.5,1.3,.17,2919
3256,20131130,4.2,2.4,3.3,2.8,7.6,0,.28,1597
3257,20131201,5.8,1.1,3.5,3.7,7,0,.46,2853
3258,20131202,5.9,1.3,3.6,3.5,6.7,0,.56,2787
3259,20131203,5.8,-3.5,1.2,1.2,5.9,0,.24,4131
3260,20131204,3,-3.1,0,1.2,6.3,0,.12,3220
3261,20131205,5.8,1.7,3.8,3.4,7.7,1,.28,2526
3262,20131206,6.4,4,5.2,3.7,7.2,.4,.73,1799
3263,20131207,8,1.4,4.7,1.5,6.2,0,.52,3282
3264,20131208,6.5,-2.5,2,1.5,6.1,0,.29,3886
3265,20131209,7.1,-3.5,1.8,1.1,5.9,0,.24,4230
3266,20131210,7.4,-3.5,2,.9,5.3,0,.26,4269
3267,20131211,5,-4.8,.1,1.3,5.1,0,.27,3998
3268,20131212,3,-5.7,-1.3,.9,5.2,0,.14,3718
3269,20131213,5.9,-5.1,.4,.8,5.5,.8,.15,4222
3270,20131214,5.4,-.4,2.5,2.1,7.6,0,.1,2917
3271,20131215,9.8,-.2,4.8,1.9,6.1,0,.59,3971
3272,20131216,16.3,-.3,8,1.2,5.8,0,.59,5243
3273,20131217,12.2,1,6.6,2.6,6.5,.1,.9,4207
3274,20131218,11.4,6.4,8.9,4.1,8.5,4.4,01.08,2641
3275,20131219,9,7.4,8.2,5.9,8.7,2.1,01.08,1276
3276,20131220,6.4,1.9,4.2,2.2,7.1,0,.42,2474
3277,20131221,5.9,-1.8,2.1,2.6,7,1.1,.17,3389
3278,20131222,9.9,3.3,6.6,7.3,9,1.3,.55,3102
3279,20131223,11.8,7.1,9.5,6.3,8.8,0,1.39,2543
3280,20131224,12.3,10.1,11.2,8.1,9.5,17,1.88,1586
3281,20131225,9,6.3,7.7,3.6,9.6,3.7,.48,1815
3282,20131226,5.4,4.3,4.9,3.3,7.9,.1,.47,983
3283,20131227,11.4,2.2,6.8,6.6,8.7,2,.76,3793
3284,20131228,8.8,7.7,8.3,6.4,9.1,7.4,.98,992
3285,20131229,5.6,3.2,4.4,4.3,7.4,.3,.54,1711
3286,20131230,6.9,-1.2,2.9,2.2,6.6,0,.35,3577
3287,20131231,8,1.4,4.7,3.3,6.9,3.3,.64,3199
3288,20140101,11.1,5.2,8.2,5.9,8.8,7,1,3017
3289,20140102,10.2,8.3,9.3,6.5,9.5,2.6,1.11,1510
3290,20140103,12.7,6.1,9.4,5.6,9.5,.8,01.07,3266
3291,20140104,12.3,4.2,8.3,3.8,9.3,9.7,.69,3700
3292,20140105,7.9,2.9,5.4,4.2,8.2,.1,.45,2825
3293,20140106,15.8,5.5,10.7,4.1,10.2,.3,01.05,4308
3294,20140107,13.9,10.1,12,4.2,10.5,.6,1.26,2446
3295,20140108,14.4,8.9,11.7,2.8,10.6,0,.91,3074
3296,20140109,13.5,8.2,10.9,4.3,9.1,.3,1.4,3040
3297,20140110,9.2,3.1,6.2,2,8.4,0,.41,3334
3298,20140111,8.4,2.3,5.4,2.1,9.1,.1,.18,3371
3299,20140112,9.1,3.7,6.4,3.1,8.4,.3,.54,3180
3300,20140113,8.7,2.4,5.6,2.9,9.3,6.4,.17,3516
3301,20140114,5.7,4,4.9,3.8,7.3,.6,.67,1611
3302,20140115,6.6,.3,3.5,3.9,7.6,1.4,.29,3605
3303,20140116,9.6,4.4,7,5.4,8.4,.4,.84,3273
3304,20140117,11.5,3.4,7.5,4.3,7.3,0,1.24,4263
3305,20140118,10,.7,5.4,5,8.1,4,.61,4665
3306,20140119,7,6.9,7,2.4,9.5,18,.47,46
3307,20140120,4.4,3.6,4,3.9,8.3,2.8,.21,1056
3308,20140121,3.1,2.5,2.8,2.2,6.9,0,.43,865
3309,20140122,5.3,-3.5,.9,1.8,6.4,2.3,.25,4784
3310,20140123,6.3,1.3,3.8,3.8,8.1,6.1,.22,3537
3311,20140124,5.1,2.9,4,1.7,7,0,.49,2215
3312,20140125,5.5,-3.2,1.2,2.7,6.8,.8,.21,4969
3313,20140126,7.4,3.9,5.7,5.6,8.9,7.8,.34,3018
3314,20140127,6.4,3.1,4.8,5.3,6.7,.1,.98,2964
3315,20140128,4.4,2.1,3.3,4.5,6.9,1.3,.54,2433
3316,20140129,6.3,1.9,4.1,4.6,7.1,.9,.65,3613
3317,20140130,6.9,2.1,4.5,1.7,7.4,.1,.48,3857
3318,20140131,9,-1.7,3.7,2.5,6.4,0,.71,6097
3319,20140201,6.2,3.2,4.7,6.2,7.7,8.4,.61,3046
3320,20140202,8.3,.8,4.6,2.9,7,0,.71,5186
3321,20140203,8,-3,2.5,3.2,6.1,.1,.73,6487
3322,20140204,8.9,.6,4.8,5.1,7.1,1.7,.92,5659
3323,20140205,7.6,3.8,5.7,6.7,7.6,9.5,.96,3731
3324,20140206,11.1,4.8,8,6.8,7.3,.6,1.78,5027
3325,20140207,10.1,9,9.6,7.8,7.6,.2,2.2,1846
3326,20140208,7.9,5.5,6.7,7.8,7.4,8,1.4,3015
3327,20140209,7.1,2.8,5,6.8,6.8,2.2,1.14,4274
3328,20140210,7.5,2.1,4.8,4.4,7.9,13.3,.6,4930
3329,20140211,8.1,3.4,5.8,4.2,7.1,.7,01.05,4641
3330,20140212,9.5,1,5.3,5.4,7,1.1,1.17,6516
3331,20140213,8.7,6.1,7.4,6.5,8.1,14,1.24,3440
3332,20140214,11,2.9,7,5.5,8.7,1.2,.97,6555
3333,20140215,8.7,8.5,8.6,5.6,9.3,3.3,01.03,628
3334,20140216,10.2,4.7,7.5,4.4,8,.5,1.2,5488
3335,20140217,12,1.9,7,2.5,7.5,0,1.13,7733
3336,20140218,10.9,2.7,6.8,2.2,7.8,.2,.97,7028
3337,20140219,8.8,5,6.9,3.3,9.3,.8,.62,4701
3338,20140220,10.1,5.4,7.8,5.1,9.8,1.1,.72,5368
3339,20140221,8.2,6.3,7.3,4.2,7.6,.5,1.23,3287
3340,20140222,5.9,2.3,4.1,4.1,8.3,23.3,.36,4786
3341,20140223,13.4,4.1,8.8,3.2,8.7,0,1.34,8116
3342,20140224,14.8,2.1,8.5,4.9,7.3,0,2.11,9712
3343,20140225,11.2,7.1,9.2,5,8.1,4.8,1.69,5387
3344,20140226,9.1,4.6,6.9,2.8,8.1,0,.98,5754
3345,20140227,6.7,2,4.4,5.1,7.7,6.1,.69,5982
3346,20140228,6.9,3.4,5.2,5.6,7.9,9.7,.78,5172
3347,20140301,6,2.4,4.2,2.8,7.5,.9,.68,5332
3348,20140302,9,-3.9,2.6,2.2,6.1,4.6,01.04,10688
3349,20140303,9.5,3.7,6.6,5.9,7.4,1,1.47,7106
3350,20140304,8,3.4,5.7,2.4,7.8,0,.89,6366
3351,20140305,10.4,-1.5,4.5,2.1,6.8,0,1.16,10689
3352,20140306,12.8,-2.3,5.3,1.7,6.2,0,1.43,12272
3353,20140307,13.3,-1.4,6,1.4,6.8,0,1.37,12268
3354,20140308,18.3,.9,9.6,3.8,6.8,0,2.78,13573
3355,20140309,19.6,3.5,11.6,1.9,7.6,0,2.21,13213
3356,20140310,17.1,2.2,9.7,2.4,7.7,0,02.07,12862
3357,20140311,17.1,2.3,9.7,1.7,6.6,0,2,12987
3358,20140312,16.4,2.1,9.3,1.7,7.1,0,1.89,12924
3359,20140313,17.5,.7,9.1,1.8,7.8,0,1.96,14232
3360,20140314,17.5,1.9,9.7,2,8.4,0,1.99,13872
3361,20140315,9.1,2.7,5.9,3.4,8.8,0,.9,8820
3362,20140316,16.2,4.7,10.5,3.3,9.6,0,1.96,12143
3363,20140317,19.4,3,11.2,2.2,10.1,0,2.15,14778
3364,20140318,17.9,2,10,3.2,9.8,0,2.13,14722
3365,20140319,15.2,5.6,10.4,1.7,8.6,0,1.78,11468
3366,20140320,21.9,3.3,12.6,4.2,8.5,0,3.58,16350
3367,20140321,15.3,11.8,13.6,5.5,10.1,9.9,2.54,6896
3368,20140322,10.8,7.7,9.3,4.3,9.1,2.6,1.49,6539
3369,20140323,10.2,2.4,6.3,3.6,7.2,2.3,1.61,10789
3370,20140324,10.3,1.8,6.1,1.9,6.7,0,1.54,11415
3371,20140325,8.6,.5,4.6,1.7,6.7,0,1.32,11258
3372,20140326,10.4,.3,5.4,2.4,5.8,0,1.8,12771
3373,20140327,10.9,-3.1,3.9,1.7,5.5,0,1.75,15291
3374,20140328,15.6,-1.8,6.9,2.8,6.1,0,2.56,17289
3375,20140329,18.5,4.4,11.5,3.6,7.5,0,3.18,15681
3376,20140330,19.5,7.9,13.7,2.3,8.5,0,2.84,14328
3377,20140331,19.3,4.7,12,1.6,9.1,0,2.49,16303
3378,20140401,19.1,4.9,12,2,9.8,0,2.52,16237
3379,20140402,20.2,6.7,13.5,4.1,9.8,0,3.3,15981
3380,20140403,17.3,12.2,14.8,3.8,10,.1,2.82,9730
3381,20140404,13.1,10.5,11.8,2.7,12.2,1.7,1.27,6876
3382,20140405,16.5,8.5,12.5,2.4,10.7,0,2.17,12557
3383,20140406,17.7,5,11.4,1.9,11.2,0,2.22,16104
3384,20140407,22.5,6.7,14.6,2.7,11.8,0,3.19,18190
3385,20140408,14,7.8,10.9,4.6,8.8,0,2.45,11316
3386,20140409,16,.6,8.3,1.5,7.5,0,2.4,18286
3387,20140410,20,2.6,11.3,1.8,7.6,0,03.08,19645
3388,20140411,20.4,2.9,11.7,1.8,9.4,0,2.97,19878
3389,20140412,17,4.1,10.6,2.1,9.4,0,2.5,17146
3390,20140413,16.6,7.2,11.9,2.4,9.5,0,2.52,14691
3391,20140414,16.6,1.3,9,3.1,8.1,0,2.8,19040
3392,20140415,13.3,1.1,7.2,3.4,6.1,0,2.7,17092
3393,20140416,15.5,-.4,7.6,3.9,5.3,0,3.41,19743
3394,20140417,20,.5,10.3,2.7,6,.1,3.82,22095
3395,20140418,13,5.2,9.1,3.3,7.6,0,2.42,13903
3396,20140419,10.9,-.6,5.2,2.2,6.9,0,02.01,17121
3397,20140420,17,2,9.5,2,8.1,2.3,2.83,19776
3398,20140421,13.8,8.4,11.1,1.1,11.3,.8,1.77,11757
3399,20140422,19.2,7.3,13.3,1.8,10.9,.1,2.85,17826
3400,20140423,20.3,9.1,14.7,1.2,11.2,1.1,2.86,17406
3401,20140424,19.3,6.8,13.1,1.6,12.5,.8,2.72,18549
3402,20140425,14.8,9.7,12.3,3,12,1.2,1.94,11753
3403,20140426,15.4,5.3,10.4,2.4,10.7,2.8,2.29,16857
3404,20140427,14.6,5.9,10.3,4.5,10.2,1.4,2.31,15717
3405,20140428,14.9,7.8,11.4,2.8,10.1,.2,2.37,14246
3406,20140429,15.6,4.8,10.2,2.5,10.6,8.2,2.39,17802
3407,20140430,17.2,8.2,12.7,2.6,11.9,.4,2.54,16312
3408,20140501,16.7,10.3,13.5,2.9,12.4,10.4,2.37,13765
3409,20140502,13.7,8.9,11.3,4.4,12.2,1.1,1.67,11929
3410,20140503,10.7,6.4,8.6,3.3,8.9,0,1.81,11333
3411,20140504,16,-.4,7.8,2.4,7.6,0,03.03,22738
